Keyword,Source,Sentence,隐含情绪,情绪动机,置信度
准初三,content,⏰ 时间轴全流程： 18:40-19:00 缓冲期｜切换状态，吃点东西缓一缓 19:00-19:45 攻坚期｜优先搞定错题、难点，趁记忆新鲜 19:45-19:55 休息期｜拉伸+远眺，快速回血 19:55-20:40 作业期｜主科优先，不卡题不纠结 20:40-20:50 补给期｜补充能量，活动肩颈 20:50-21:35 复盘期｜整理笔记+默写+预习 21:35-21:50 收尾期｜收拾书包+准备第二天物品 21:50+ 睡前期｜洗漱+阅读 💡 13个无痛专注技巧： • 杂念写在本子上，不跟着跑，给大脑“存起来”的安全感 • 手机调黑白，降低刷手机欲望 • 早睡是最高效的学习buff • 吃饭先菜肉后主食，避免饭后犯困脑雾 • 给手机上定时锁，减少碎片化打扰 • 咬舌尖/贴便利贴，强制拉回注意力 • 学习和睡觉设备分开，手机不上床 • 补充维D/B族/镁，改善注意力不集中 • 带学习设备出门，碎片时间利用起来 • 清理桌面/后台/负面情绪，减少干扰源 • 降低启动难度：把“学习”改成“看两眼书” • 陌生来电静音，拒绝无意义打扰 心流的充实感，真的比刷半天手机舒服太多 #学习计划表#时间管理#初中生#studywithme#不熬夜挑战#拖延#Adhd自救,焦虑/正面,学业/身体,high
准初三,comment,这是圣经,中性,无,low
准初三,comment,刚想说哈哈哈哈哈,中性,无,low
准初三,comment,哈哈哈哈哈哈哈哈哈哈,中性,无,low
准初三,comment,骗你的，初中生不上晚自习7点多才到家,中性,无,low
准初三,comment,初中生不是九点五十放学吗,中性,无,low
准初三,comment,初中放学怎么早嘛,中性,无,low
准初三,comment,姐姐能不能出一个8:30回家6:10起床的,中性,无,low
准初三,comment,姐姐可不可以蹲个7:30开始的 7:30才放学回家,中性,无,low
准初三,comment,求高二学生,中性,无,low
准初三,title,码住：中考一模、二模、三模这样学,焦虑,学业,medium
准初三,content,#中考复习#初中学习方法#备战中考#一模#中考加油#中考数学#复习方法#中考英语#快速提分#中考,焦虑/正面,学业,high
准初三,comment,求救，最后60天，作为家长，应该怎么帮助她,无助,学业,high
准初三,comment,已关注，初三,中性,无,low
准初三,title,初三英语周考一次比一次高，我只抓了两件,中性,无,low
准初三,content,带的昆山初三孩子，最近周考一次比一次好，分数肉眼可见往上走,中性,无,low
准初三,content,很多家长以为要狂刷题、熬夜背，其实方向对了，提分真的很快,焦虑/正面,学业/身体/家庭,high
准初三,content,我平时就抓两件事： 1. 完形阅读专项练到位 不盲目刷题，每一篇都按中考思路讲透：定位原文、逻辑分析、选项排除，贴合昆山本地考试方向，做一篇抵十篇,焦虑,学业,medium
准初三,content,2. 周末单词集中狠背过关 初三词汇量大，平时碎片记容易忘,中性,无,low
准初三,content,周末集中时间默写+循环巩固，词汇底子稳住，阅读完形基本不丢分,中性,无,low
准初三,content,初三英语不用拼苦熬，拼的是方法准、抓得紧,中性,无,low
准初三,content,昆山初三家长如果孩子阅读完形弱、单词记不牢，可以一起交流,中性,无,low
准初三,content,#昆山#昆山初三英语#昆山中考#中考提分#中考英语#中考#提分#提分秘籍,焦虑/正面,学业,high
准初三,comment,阅读理解 完形填空,中性,无,low
准初三,title,陪初三美术生备考一年，我的真实总结,中性,无,low
准初三,content,陪我家孩子备考一年，踩过很多坑，也总结了很多实用的备考技巧，今天全部分享给大家,中性,无,low
准初三,content,各位家长可以直接抄作业📚 ✅ 专业课提升技巧（分科目） 1. 素描：每天练20分钟线条，重点抠比例和明暗，错题画单独整理，每周找老师点评一次（我家孩子在水木源，老师每周都会针对性点评，进步特别快）,焦虑,学业,medium
准初三,content,一定要画完找专业老师批改,中性,无,low
准初三,content,要不然也不知道自己的弱点在哪,中性,无,low
准初三,content,3. 速写：抓准人物动态，每天练3-5张，重点练线条流畅度，不用追求细节，先保证动态准确,中性,无,low
准初三,content,✅ 文化课兼顾技巧 1. 优先抓主科（语数英），每天留2小时补文化课，副科挑重点背，不贪多，每天进步一点点,中性,无,low
准初三,content,2. 利用碎片时间：孩子练画间隙，让她背几个单词、记一个知识点，积少成多,中性,无,low
准初三,content,另外提醒一句，备考期间，画材不用买太多、太贵，够用就好，很多高价画材其实没必要，别花冤枉钱,中性,无,low
准初三,content,#水木源419,中性,无,low
准初三,title,初中这九点还不改，那大概与高中无缘了,中性,无,low
准初三,comment,来一个带一个， 提分技巧笔记 有需要的dd，直接分享不磨叽,焦虑/正面,学业,high
准初三,comment,"9【一键复制，小红书等你】 1月28日前有效，""📚这里领完整电子梓料15群""邀你一起聊 HU7436 :/#v🥩🍆😎🥝🐭😜🍰🍟🍓🍊🍙😎",中性,无,low
准初三,comment,最新成绩语文100 数学105 英语92 物理46（折后）化学34.25（折后）历史70+（折后16）道法60+（折后12）,中性,无,low
准初三,comment,只要找对方法，一切皆有可能,中性,无,low
准初三,comment,建议找1对1,中性,无,low
准初三,comment,回复 lululu,中性,无,low
准初三,comment,: 找平台，1对1可以提的快,中性,无,low
准初三,comment,可以看看你同学小班在哪上的,中性,无,low
准初三,comment,班上同学都是上补习班 你有推荐的一对一吗,中性,无,low
准初三,comment,: 我天津这边的话你们这边没有，我建议你可以找在职老师,中性,无,low
准初三,comment,便宜点大学生的效果可能会不止一点（除非捡漏）,中性,无,low
准初三,comment,你是成都的吗,中性,无,low
准初三,comment,你语文这么好呀,中性,无,low
准初三,comment,我平时都考80分,中性,无,low
准初三,comment,我觉得跟着老师的课听，把所有学校的作业都写了，薄弱的科目适当刷点题考上重高是没问题的,焦虑,学业,medium
准初三,comment,历史的话还是要背，实在不想背的话，平时没事就翻翻书，就当小说看了，多少有个印象，总结一下选择题在哪个知识点错的比较多，把那一块的知识点多读两遍就行,中性,无,low
准初三,comment,历史大题的话就是一定要好好看答案给的语句，不用背下来，看得多了考试自然就写出来了,中性,无,low
准初三,comment,历史的选择呢选择扣八分,中性,无,low
准初三,comment,宝宝加油呀,正面,学业,high
准初三,comment,只要努力学肯定会有好结果的,正面,学业,high
准初三,comment,[亲一个R],中性,无,low
准初三,comment,我成绩其实还行 但再这个态度我大概能看到自己以后的成绩了,中性,无,low
准初三,comment,上课不会然后就会不感兴趣不感兴趣就会有点犯困一直死循环 刷题也这样 题目一点都不会 根本就没有刷下去的欲望,中性,无,low
准初三,comment,想找一个每个周末监督写作业的初三宝宝本人,中性,无,low
准初三,comment,本人住宿 周末会拖延作业 想要一个可以一起监督学习的同学,中性,无,low
准初三,comment,无非就是刷试卷上小课呗,中性,无,low
准初三,comment,我之前看过B站的课但是老师讲的我好像都会 感觉只能用于复习了 然后我们这边的补课班老师就是照着书念也没什么用,焦虑,家庭,medium
准初三,comment,我想找一个一起学习的搭子 可以互相讲题 监督的那种,中性,无,low
准初三,comment,真的会这样,中性,无,low
准初三,comment,马上第二次月考了一点书没背数学也不会,焦虑,学业,medium
准初三,content,八下拼命努力，掉发天天失眠，但取得不错成绩,焦虑/正面,身体/学业,high
准初三,content,九上想好好调整心态放松自己，常上课走神，结果基础没打牢，尤其数理化无形之中退步，九上期末省考模拟班5,焦虑,学业,medium
准初三,content,九年级就没有给自己定明确的目标,中性,无,low
准初三,content,不过目前我也接受事实了，之前一昧的抱怨也没啥用 我现在只想抓住最后时间解决问题 看看自己是平淡地过这七十天呢 还是努力拼一把 问题3️⃣ 对未来及学习的意义不明，没有真正为自己而学,正面,学业,high
准初三,content,老实说我之前还是个学博哈哈哈，当时自以为明白学习的重要性，为成绩打下不错基础,中性,无,low
准初三,content,我有时感觉是在给别人学，很在乎别人眼光,中性,无,low
准初三,content,总结：我想变得更好,中性,无,low
准初三,content,求求善良的大家给我一点advice吧我真的xN很需要我会很用心去看的,中性,无,low
准初三,content,#备战中考#学习 #你目前的学习状态咋样,焦虑,学业,medium
准初三,comment,（这个阿姨是当年的中考高考第一名，她的其他文章你也可以看看噢,焦虑,学业,medium
准初三,comment,很有启发的噢,中性,无,low
准初三,comment,但是阿姨你发的这篇我好像没找到 可能删除了……,中性,无,low
准初三,comment,我认真看了几篇 蛮有道理的,中性,无,low
准初三,comment,截图看不清，求原图,中性,无,low
准初三,comment,你好求那张图片的原图 那张截图是糊的看不清 感激不尽,中性,无,low
准初三,comment,能求个原图么,中性,无,low
准初三,comment,阿姨求一下原图,中性,无,low
准初三,comment,重新发了图片，看看这次的是不是清晰 祝大家都顺利哈,中性,无,low
准初三,comment,啊啊啊宝宝世另我,中性,无,low
准初三,comment,我从小学成绩就一直是班里比较考前的 经历过较大的打击就是小学没考上重点初中了 但是后来上了别的初中 成绩也是还可以班级前三年级前十五左右 但是自从八下以后我的学习虽然排名没怎么下来但是也是真真切切的感觉到自己做什么都心不在焉的很浮躁 看到以前比我少二三十分帝王同学们一个个现在超过我心里真的很不舒服,焦虑,学业,medium
准初三,comment,而且自己真的有很严重的拖延症 很懒惰 觉得自己之前的成绩也是在用小学打好的基础和上课效率在撑,中性,无,low
准初三,comment,年级前20掉到250开外只需要三年,中性,无,low
准初三,comment,首先上课那些背书时间必须抓紧，提高效率，保证答题卡前半部分基本没问题,焦虑,学业,high
准初三,comment,后面的阅读 重在答题技巧，它是有一个答题模板的，你可以在网上搜下自己理解性记忆,中性,无,low
准初三,comment,还有分条作答很重要，阅卷老师没有那么多时间看,中性,无,low
准初三,comment,另外是作文还有小练笔那类，我推荐一个软件，纸条,中性,无,low
准初三,comment,ww宝宝我和你好像,中性,无,low
准初三,comment,就是比你小一届 最近状态特别不好属于开摆又摆不平 卷又卷不懂的大动作 如果姐姐要是出后续请踢踢我w,自卑,自我,high
准初三,comment,没问题祝你地生会考顺利哈,中性,无,low
准初三,comment,班2年12,中性,无,low
准初三,comment,咱俩一模一样,焦虑,学业,medium
准初三,comment,地区不同,中性,无,low
准初三,comment,是啊没有动力,中性,无,low
准初三,title,2026成都初三二诊时间汇总,中性,无,low
准初三,title,备考建议,中性,无,low
准初三,content,📢 敲黑板,中性,无,low
准初三,content,2026年成都各区初三二诊时间已定,中性,无,low
准初三,content,小编整理了最新家长分享的时间安排，按区划分，一目了然： 青羊区 4月27日 - 28日 成华区 4月28日 - 29日 金牛区 4月23日 - 24日 武侯区 4月23日 - 24日 双流区 4月23日 - 24日 锦江区 4月28日 - 29日 高新区 4月27日 - 28日 龙泉驿区 4月15日 温江区 4月28日 - 29日 ⚠️ 以上信息来自热心家长分享，仅供参考，具体以学校通知为准,中性,无,low
准初三,content,💡 二诊为什么重要,中性,无,low
准初三,content,· 指标到校的关键依据：二诊成绩直接影响指标到校名额分配，各区权重极高——青羊区占比60%（全市最高），高新区和天府新区占50%，金牛区占45% · 中考“预演”：命题形式、题型、难度与中考高度接近，是中考前最重要的一次模拟 · 定位短板+锁定班型：精准暴露薄弱环节，成绩优异有机会提前锁定重点班、实验班 📊 历年命题难度参考 · 高难度组：青羊区（难度常年领跑，数学运算量大）、高新区（数学试卷灵活）、锦江区 · 适中难度组：金牛区、成华区、武侯区等，更注重基础考查 🎯 冲刺建议 · 回归课本：公式、定理先吃透，再谈拓展 · 错题复盘：分析错因（计算失误,焦虑/正面,学业,high
准初三,content,概念混淆,中性,无,low
准初三,content,方法不对,中性,无,low
准初三,content,），重做错题比盲目刷题更高效 · 研究真题：分析近年二诊真题会发现，数学几何综合题是“拉分王” 🔔 二诊后各校将陆续开放访校，抓紧时间去实地了解师资、班型、升学路径,焦虑,学业,medium
准初三,content,#成都中考#初三二诊#初中数学#中考冲刺#成都升学,焦虑/正面,学业,high
准初三,title,中考最后100天拼的到底是什么,焦虑,学业,medium
准初三,content,#初三#中考#逆袭#学习方法#2026届中考生#努力,焦虑/正面,学业,high
准初三,comment,2,中性,无,low
准初三,comment,^,中性,无,low
准初三,title,初中补弱｜精 准抓短板不内耗，家长必看,焦虑,学业,medium
准初三,content,家有初中生集合🙋‍♀️ 娃越学越吃力,中性,无,low
准初三,content,报课没效果,中性,无,low
准初三,content,关键是找对补弱重点,中性,无,low
准初三,content,理科校内基础足够，重点补文科即可,中性,无,low
准初三,content,📌初三：冲刺高分，锁定理想学校 核心补弱：语文（作文+阅读拔高）、英语（完形+阅读拔高）、政治/历史（规范答题） 按需补弱：理科（尖子生拔高） ✨补充：初三校内节奏紧、提优有限，针对性补弱才能突破高分瓶颈,焦虑/自卑/正面,学业,high
准初三,content,💡提醒：精 准抓短板，不盲目跟风，才能少走弯路不内耗,焦虑,学业,medium
准初三,content,收藏对照规划，聊聊你家娃哪科拖后腿👇 #初中学习#初中生家长#初中补弱#初一初二初三学习#学习规划,中性,无,low
准初三,title,广东初三中考数学学习建议（下）,焦虑,学业,medium
准初三,content,目标：35-45分钟，抢下25+分🔥 【圆综合⭕️】 考点：切线判定（连半径，证垂直）、阴影面积计算（割补法）,中性,无,low
准初三,content,辅助线口诀：见切线，连切点圆心,中性,无,low
准初三,content,见直径，连圆周角,中性,无,low
准初三,content,求弦长，作弦心距🎯 【函数综合📈】 深度考点： (1)问：求解析式（待定系数法，必拿,中性,无,low
准初三,content,）🎯 (2)问：线段/周长最值（设坐标➡️距离公式➡️化二次函数顶点式）📉 (3)问：存在性问题（等腰/直角/平行四边形，先分类，再代数化列方程）,中性,无,low
准初三,content,铁律：第(1)问快准稳,中性,无,low
准初三,content,后面问写对步骤就有分，把设出的坐标、列出的方程工整写下✍️ 【几何探究🧩】 深度考点： 旋转型：必有全等，找旋转角，用 “SAS” 翻折型：利用对称性，对应边角相等,中性,无,low
准初三,content,类比探究：第(3)问找 “变中的不变”，推广前两问方法,中性,无,low
准初三,content,模型：高频考 “手拉手模型”🤝、 “对角互补模型” 考前必熟📘 【综合创新💎】 题型：可能是 “新定义阅读”或 “代数几何大综合” 破题三步： 1. 解码🔓：逐字理解新定义，用示例验证,中性,无,low
准初三,content,2. 迁移🚶：第(2)问直接套用第(1)问方法,中性,无,low
准初三,content,3. 攻坚🧗：第(3)问可 “猜想+部分验证”写下能推导的步骤,中性,无,low
准初三,content,⏳考场时间精细化管理表 时段 ：0-10分钟 目标题号： 第1-8题 时间预算：10分钟⏱️ 核心任务与心态：快速启动🚀，进入状态，简单题绝对正确✅ 时段 ：10-35分钟 目标题号：第9-16题 时间预算： 25分钟⏱️ 核心任务与心态：稳扎稳打，攻克小压轴，检查填空书写🔍 时段 ：35-75分钟 目标题号：第17-22题 时间预算：40分钟⏱️ 核心任务与心态：规范书写✍️，步步为营，这是“定心丸”💊 时段 ：75-110分钟 目标题号：第23-25题 时间预算：35分钟⏱️ 核心任务与心态：策略抢分🎯先做所有题第(1)问，再按把握度攻坚,中性,无,low
准初三,content,最后5分钟全局检查📋 中考只是一个站点，但数学给你的逻辑、耐心和突破力，会成为你一生的隐形翅膀🚀 现在“无用”的公式，未来可能就是解开某把锁的钥匙🔑 学习数学，就像在心里种树🌱——起初不见生长，直到某天抬头，才发现它已枝繁叶茂，为你撑起整片思考的阴凉🌳 最终寄语：这份地图是你的指南🧭但胜利靠每日行军👣 结合真题训练，将策略变成本能,焦虑,学业,medium
准初三,content,祝你备考顺利，金榜题名🏆🎉#广东中考#中考数学,焦虑,学业,medium
准初三,title,南昌初三一模试卷,焦虑,学业,medium
准初三,content,南昌一模已考科目考情全拆解，考点、难度、命题趋势一次讲透,焦虑,学业,medium
准初三,content,帮孩子找准薄弱点，帮家长看清升学方向，这份分析别错过,焦虑,学业,medium
准初三,content,#江西南昌#南昌考试#中考#一模#中考物理#中考复习#试卷,焦虑,学业,medium
准初三,title,我快被体考碾死了,中性,无,low
准初三,content,#体考#体育中考#愿世间再无八百米,焦虑,学业,medium
准初三,comment,说白了体育中考就该改我们这现在可以选跑800或者四分钟跳绳了 800满分是3分55 ，四分钟是584个 现在体育课舒服多了,焦虑,学业,medium
准初三,comment,3分55?我申请转学!,中性,无,low
准初三,comment,我这边3分40满 况且是1000m,中性,无,low
准初三,comment,不是3分55秒吗我也是江苏的,中性,无,low
准初三,comment,浙江3:25,中性,无,low
准初三,comment,福建也是,中性,无,low
准初三,comment,我去我们是3：23……,中性,无,low
准初三,comment,我们广东的3.13满分[完啦R],中性,无,low
准初三,comment,女生跑1000吗,中性,无,low
准初三,comment,坐标浙江杭州，800满分三分25,中性,无,low
准初三,comment,已经跑死了,中性,无,low
准初三,comment,济南800m3分25满分，还必须选中长跑,中性,无,low
准初三,comment,四分钟584,中性,无,low
准初三,comment,广东800米3.06满分,中性,无,low
准初三,comment,我们这边满分是三分二十五,中性,无,low
准初三,comment,回复 啊,中性,无,low
准初三,comment,: 啥意思啊不是3:25,中性,无,low
准初三,comment,我们800米满分是3分25秒,中性,无,low
准初三,comment,我们306怎么说,中性,无,low
准初三,comment,我们3分20秒满分,中性,无,low
准初三,comment,我们这四分钟450以上就满分了，因为是带摇柄的绳子,中性,无,low
准初三,comment,徐州4分10（女生）,中性,无,low
准初三,comment,什么三分五十五吗，我们这好像是三分三十左右,中性,无,low
准初三,comment,武汉四分钟跳绳女生395就满了,中性,无,low
准初三,comment,满分夺少,中性,无,low
准初三,comment,干脆把800m改成自由搏击吧,中性,无,low
准初三,comment,只有活下来的人才配上高中,中性,无,low
准初三,comment,我也每天跟学校练的，实在跑不动也没敢停，坚持了一学期，最后体测反倒是那些平时偷懒但是有天赋的同学考的好,中性,无,low
准初三,comment,愿世间再无800,中性,无,low
准初三,comment,我身边有很多同学练体育练废了本来能考满分的，然后学校一直让练一直练，然后上学期期末快中考了，有的同学受伤了，然后几个月没练，好像满分不了了,焦虑,学业,medium
准初三,comment,而且不在少数，光我知道我身边的至少有三四个,中性,无,low
准初三,comment,我们这边800 3分25 每天跑死,中性,无,low
准初三,comment,生理期快来了直接就是一粒避孕药,中性,无,low
准初三,comment,这个东西不是练就能出来的，我800米3分30多已经在我们班排中后了，完全是要靠拼命，每天早上7点跑三圈，大课间跑1000，有体育课也要跑，没体育课下午小自习还要跑1000，一直跑一直跑我的成绩也没有提高，我的小腿已经严重磨损了，每天非常痛但是我还是要跑，但是我们班满分的那些女生平时却没有怎么练，所以这东西真的是要靠天赋，还有最重要的是体重，超过120斤跑起来就很吃力了，我已经120多斤了跑不了满分的,中性,无,low
准初三,comment,四川3分20还是3分10满分来着我忘了，反正我3分40左右扣了一两分[完啦R],中性,无,low
准初三,comment,+1扔了将近三年，才五米一样的起点，别人已经扔了六米七米,中性,无,low
准初三,title,2025.4.17浙江省嘉兴市中考一模数学答案,焦虑,学业,medium
准初三,content,2025.4.17浙江省嘉兴市中考一模数学试卷及答案 #浙江数学#温州数学#数学试卷#中考数学#中考复习#中考一模#一轮复习#嘉兴中考#历年真题#初三,焦虑,学业,medium
准初三,comment,16.五分之二根号五,中性,无,low
准初三,comment,还有大题目最后一个,中性,无,low
准初三,comment,应该是根5/2,中性,无,low
准初三,comment,方法对的，计算错误，应该是二分之根号五,中性,无,low
准初三,comment,可以给剩下的科目,中性,无,low
准初三,comment,10.D,中性,无,low
准初三,comment,还有答案吗,中性,无,low
准初三,comment,我随便做做最后一题，不都说最后一题难嘛,中性,无,low
准初三,title,1+3我们班只走了一个,中性,无,low
准初三,content,今天开了班会，我们班1+3就走了一个孩子,中性,无,low
准初三,content,本着做人做事要靠谱的原则 知道结果了以后， 觉得要给上一篇1+3的笔记写个续,中性,无,low
准初三,content,看来初三真是一场硬仗， 不仅是体力、脑力、更是心理素质的比拼,中性,无,low
准初三,content,加油吧小孩儿,正面,学业,high
准初三,content,#家有初中生#初三#中考#学习日常#一切皆有可能你我皆是黑马#学习的动力#中考政策#陪读妈妈#任性去学,焦虑,学业,medium
准初三,comment,我们班走了一半1+3,中性,无,low
准初三,comment,应该不是郊区吧,中性,无,low
准初三,comment,全区快一半的孩子都上1+3了,中性,无,low
准初三,comment,能走那么多,中性,无,low
准初三,comment,本校招100个，外校招挺多,中性,无,low
准初三,comment,还得是门头沟，中考考生没有海淀的零头多,焦虑,学业,medium
准初三,comment,求教一下 1+3是这个暑假就定了吗,中性,无,low
准初三,comment,是初二暑假定，初三就去高中上了,中性,无,low
准初三,comment,考进1+3就免中考，不看中考成绩了,焦虑,学业,medium
准初三,comment,需要中考的，但是成绩在及格线上就行,焦虑,学业,medium
准初三,comment,还是什么时间怎么申报,中性,无,low
准初三,comment,等着学校会通知的，报名时间应该是考试前报名,中性,无,low
准初三,comment,我们班2个附中,中性,无,low
准初三,comment,我们班没有，班二区排就好几百了，有去别的学校的，这个1+3的都得军训么,中性,无,low
准初三,comment,还挺正式的,中性,无,low
准初三,comment,首师集团,中性,无,low
准初三,comment,我们海淀的，小升初就瞄准了有1+3的初中，我们学校招160，本校给120左右，基本前150可以进,中性,无,low
准初三,comment,为啥瞄1+3,中性,无,low
准初三,comment,为不中考吗,焦虑,学业,medium
准初三,comment,请问什么叫1+3啊,中性,无,low
准初三,comment,亲，就是初三去高中上一年，这么个1+3,中性,无,low
准初三,comment,继续努力，相信一切都是最好的安排,正面,学业,high
准初三,comment,我娃说中考是给高考练兵，练练心理素质，也挺好哒,焦虑,学业,medium
准初三,comment,我们认识的朋友走了2个1+3,中性,无,low
准初三,comment,都是学习一般的孩子,中性,无,low
准初三,comment,学习一般可能就提前布局了,中性,无,low
准初三,comment,推给我一定有原因，是FS的不,中性,无,low
准初三,comment,哈哈哈，是,中性,无,low
准初三,comment,聪明如你,中性,无,low
准初三,comment,1+3没有好学校啊，为啥要去,中性,无,low
准初三,comment,我们郊区，好学校才有1+3,中性,无,low
准初三,title,初三生晚间纯动力学习,中性,无,low
准初三,content,#初三#寒假#中考#学习#纯动力,焦虑,学业,medium
准初三,comment,我也是初三生，但是我没有你那么强的动力,中性,无,low
准初三,comment,我觉得也是，好近啊,中性,无,low
准初三,title,不开玩笑，12天学完地生会考有没有可能,中性,无,low
准初三,content,不是引流,中性,无,low
准初三,content,我是整个八年级都没学，但是因为一些原因被迫要地生会考，在昨天之前是不知道的，所以都一点没学 七年级学了但是八年级没学 拿至少一个a的可能性有多大 #生地会考#会考#地理会考#中考地理#初中生物,焦虑,学业,medium
准初三,comment,出分了再给大家说结果，对我13天c级能否上岸感兴趣的可以蹲蹲，会踢,正面,学业,high
准初三,comment,上岸成功，13天挑战成功,正面,学业,high
准初三,comment,好牛!!!怎么学的,焦虑,学业,medium
准初三,comment,宝宝你是怎么做得到的 现在一科b一科c还有救吗,中性,无,low
准初三,comment,好，生物知识点是必须背嘛还是理解意思就行，感觉现在生物找不到之前做题的感觉了,中性,无,low
准初三,comment,理解完也要背诵,中性,无,low
准初三,comment,回复 喵,中性,无,low
准初三,comment,雨中念 : 之前评论有说哦，还有救的,中性,无,low
准初三,comment,具体是背哪呢,中性,无,low
准初三,comment,老师没画什么重点,中性,无,low
准初三,comment,我明天就要考了 生物还只能考44分 满分100分的啊天爷啊,自卑,学业,high
