Keyword,Source,Sentence,隐含情绪,情绪动机,置信度
偏心,comment,回复：6his,中性,无,low
偏心,comment,一点不想管,中性,无,low
偏心,comment,我家就一个，非常自由啊，想干嘛就干嘛,中性,无,low
偏心,comment,我唯一的要求，别让老师找我,中性,无,low
偏心,comment,回复：可能我家是男孩，我默认没事别找我,中性,无,low
偏心,comment,出门玩的话只要知会我一声就好，让我心里有个数，失踪了可以往哪方向找,中性,无,low
偏心,comment,不能一概而论，只能说，多胎家庭当老大的，尤其是当姐姐的，更尤其是姐弟家庭的姐姐，很少有想生二胎的,中性,无,low
偏心,comment,别说了 我对象两兄弟中的哥哥，都坚决不生二胎,中性,无,low
偏心,comment,我身边本身不是独生子女的，基本都会生两个，她们都和我说觉得两个小孩成长环境更热闹,中性,无,low
偏心,comment,虽然作为独生子女不理解那种热闹，但想必那肯定是美好的,中性,无,low
偏心,comment,说明我身边重男轻女不严重,中性,无,low
偏心,comment,我从来都是相信两个孩子和一个孩子各有利弊，但我坚定选择只生我女儿一个,中性,无,low
偏心,comment,回复：嗯嗯 他虽然平时说自己有个弟弟互相帮衬，但是不愿意他的娃有弟弟,中性,无,low
偏心,comment,以前的社会环境和现在的社会环境一样嘛,中性,无,low
偏心,comment,以前的生存成本也和现在的生存成本不一样,中性,无,low
偏心,comment,回复：只是觉得我们这一辈，父母没有偏心太过的，不会觉得父母生了两个就不可原谅,委屈,家庭,high
偏心,comment,我这么说也只是在类似这样的评论区，看到太多无法容忍兄弟姐妹的态度，让人觉得太过而已,中性,无,low
偏心,comment,成本是不一样，都想要获得更好的资源也无可厚非，就是无法接受父母生了两个就生怨的想法,中性,无,low
偏心,comment,资产有被分的可能就有点应激，全然不顾父母也为自己付出过，这样的想法不能接受,中性,无,low
偏心,title,双胞胎，说实话，作为家长会偏心另一个么,中性,无,low
偏心,content,"#双胞胎姐妹#从小玩到大的伙伴 说实话，作为妈妈，我还是有一点点偏心的,虽然在别人眼中，她们是双胞胎 但是在妈妈眼中，她们两个就是独立的个体，行为习惯，喜好大不相同，所以导致自己有时候会对听话的宝宝多点耐心，但每次都会对自己说，要一碗水端平，不能偏向任何一个",中性,无,low
偏心,comment,因为我们是奶奶带一个，妈妈带一个，情感上会稍微偏向自己带的那一个，但是在吃喝玩乐上绝对公平 连倒个饮料都要一样多,中性,无,low
偏心,comment,我以为只有我会这样，情感上稍稍偏一下，但是日常生活中给到的东西都是一样的,中性,无,low
偏心,comment,我同事和你一样,中性,无,low
偏心,comment,是的，我们家就是这样，奶奶偏心她带的，我偏心我带的，哎,中性,无,low
偏心,comment,回复：我们爷爷奶奶偏心的很明显，有的时候都心疼孩子，所以爷爷奶奶在的时候我也会更偏向自己带的，现在没有爷爷奶奶孩子都在我身边，我两个都一样对待,中性,无,low
偏心,comment,回复：是的，咱俩一样，,中性,无,low
偏心,comment,回复：可能分开带的都有这个问题，还是自己辛苦点自己带比较好,中性,无,low
偏心,comment,我家也是，奶奶带的更粘奶奶，晚上都不跟我睡,中性,无,low
偏心,comment,回复：但是一岁之后就必须跟我们睡，再也没跟过奶奶，想要亲子关系好还是得跟着爸爸妈妈,中性,无,low
偏心,comment,比如说小时候牛奶蛋白过敏或者是声音、触觉等超级敏感的宝宝就是要花更多时间去哄睡，而相对来说的“天使宝宝”就花的时间少很多,中性,无,low
偏心,comment,你是双胞胎之一吗,中性,无,low
偏心,comment,对的，我也是这样,中性,无,low
偏心,comment,你怎么看出来的,中性,无,low
偏心,comment,跟你女儿一样，婆婆惯的,中性,无,low
偏心,comment,妈妈为什么你先亲她,中性,无,low
偏心,comment,回复：因为她比较近,中性,无,low
偏心,comment,对 要不我就让她俩一起来亲我哈哈哈,中性,无,low
偏心,comment,我也是，忍不住亲亲，她们也都会跑来亲亲我抱抱我,中性,无,low
偏心,comment,没有生养过孩子，但是就看我妈拉扯我们，我就觉得挺不容易的,焦虑,家庭,high
偏心,comment,其实站在孩子的角度去用你的视角为他们解决一点问题，你会觉得挺有成就感的,中性,无,low
偏心,comment,别太为难自己去跟没有什么心智的小孩讲大人的问题，也别太为难他们，让没有什么心智的他们去学着变成大人的样子，让他们好好玩好好乐，因为早晚有一天他们会变成大人，而且这一趟没有返程,中性,无,low
偏心,comment,其实能够想到这个问题很好，因为很多的大人都觉得说自己非常的正直，但是他们一直都在偏心，而且还不承认问题，以后碰到问题了就说我对你们谁谁谁那么公平，你们还这个样子,中性,无,low
偏心,comment,其实很多的小孩要的只是一个态度,中性,无,low
偏心,comment,来妈妈抱抱你啊，妈妈妈下次多拍你你两下好不好,中性,无,low
偏心,comment,跟孩子相处的时候就用孩子能够理解的方式去相处就好了，很多问题他们都没有那么在乎,中性,无,low
偏心,comment,我每周哄睡老二4天 老大3天 已经尽可能公平带睡了,中性,无,low
偏心,comment,应该一周一周轮着来,中性,无,low
偏心,comment,回复：算上中午的话 其实老大我带的更多 只是晚上老大会比老二少一天 不过如果要做到绝对的公平是很难,中性,无,low
偏心,comment,回复：说实话 我娃三岁 还没有那么长的时间概念,中性,无,low
偏心,comment,回复：可是我看书上说不要追求数字上的完全一致这样会造成无尽的内卷，导致分糖都要一个一个数，这不是真正的公平，小孩也会陷入无尽的比较，反而造成隔阂,中性,无,low
偏心,comment,好几本书都这么说不过我也很想听长大的双胞胎本人现身说法,中性,无,low
偏心,comment,那你分家产的时候会给其中一个更多吗,中性,无,low
偏心,comment,如果不是，那就不是偏心，那只是你正常的情绪反应,中性,无,low
偏心,comment,回复：和我一样，我很困扰,中性,无,low
偏心,comment,回复：这种人真的是别来往了，给孩子留下阴影，或者她来你就带姐姐出去玩，不让姐姐成为他俩小团体之外的人,中性,无,low
偏心,comment,我绝对一碗水端平，同时也会监督家里其他人端平,中性,无,low
偏心,comment,但凡有人只夸了两个宝宝中的一个，我立马跟上夸另一个,中性,无,low
偏心,comment,如果有人跟其中一个互动多了些，我立马使眼色让赶紧逗逗另一个,中性,无,low
偏心,comment,这才是好父母,中性,无,low
偏心,comment,回复：姐妹你也是双胞胎吗，现在和另一个关系咋样呀,中性,无,low
偏心,comment,如果关系好的话，我也这样操作,中性,无,low
偏心,comment,回复：我们现在还在上幼儿园，某些场合如果只有一个表现好，我在夸这个娃的同时也会顺带着夸另一个在之前某次场合表现的很棒,中性,无,low
偏心,comment,不会，两个平等,中性,无,low
偏心,comment,对一个好，对一个少一点都觉得心里不舒服,中性,无,low
偏心,comment,我偏心弱的那一个，比如有一段时间，俩人打架比较凶，会偏向挨揍的那个，有身体不舒服的会偏心生病的那个,中性,无,low
偏心,comment,双胞胎都是自己身上掉下来的肉，没有区别，哪个都疼,中性,无,low
偏心,comment,哈哈哈哈 感同身受了,中性,无,low
偏心,comment,一模一样，根本偏不了,焦虑,学业,medium
偏心,comment,我感觉咱妈对咱俩不偏心谁,中性,无,low
偏心,comment,两个娃除了在一个肚子待过，晚上睡觉姿势莫名统一,中性,无,low
偏心,comment,其他基本没有一样的地方，可以说完全不一样,中性,无,low
偏心,comment,那就证明不偏心,中性,无,low
偏心,comment,身為雙胞胎只能說我家人以前偏心我妹真的是我自己的問題魔丸一個嘿嘿啊我妹就又乖又安靜沒辦法,中性,无,low
偏心,comment,不会，首先近视不戴眼镜认不清，其次挨揍都是揍完这个揍那个，谁也跑不掉,中性,无,low
偏心,comment,我不会，从小我和我婆婆都是三天一次替换哄睡，白天一起带，三岁后我自己搂睡，公平公正,中性,无,low
偏心,comment,克制自己，不表现出来，一碗水端平就行,中性,无,low
偏心,title,我爸这两年已经几乎不表露重男轻女的思想了,焦虑,家庭,high
偏心,content,女儿说我偏心，她26了已经有稳定的工作，今年压岁钱我给她发了700，弟弟因为大五，还没毕业，我多给了1666，女儿说我偏心，我觉得她有工作可少给，我偏心吗，她非要发网上要网友评理,中性,无,low
偏心,comment,我也是，我25已经工作快三年了,中性,无,low
偏心,comment,我过年生日妈妈发了188，我弟弟大三，生日发了888,中性,无,low
偏心,comment,感觉挺不平衡的,中性,无,low
偏心,comment,这种说了改了我也会不舒服，所以最好的办法就是少联系了，我现在都不跟他们联系，跟我打视频我就说在外面玩,中性,无,low
偏心,comment,回复：不说了，经济自给自足，现在不靠任何人,中性,无,low
偏心,comment,没事，你也没有给父母养老的义务了,中性,无,low
偏心,comment,回复：我干脆不说，主要就是要经济独立，靠自己,中性,无,low
偏心,comment,不平衡就说啊,中性,无,low
偏心,comment,管他们改不改呢,中性,无,low
偏心,comment,改了最好，不改也是加深他们刻薄你的印象，以后吵架的时候就有素材了 再过两年你就不会这样难受了，因为你有钱了,焦虑,生活,high
偏心,comment,就是偏心你有啥不承认的,中性,无,low
偏心,comment,二胎的话 根本端不平,中性,无,low
偏心,comment,我就很不信一碗水端平这句话,中性,无,low
偏心,comment,偏心死了，如果你在她同一个年龄段给过一模一样的东西，那当我没说,焦虑,学业,medium
偏心,comment,都要偏到恐龙时代了,中性,无,low
偏心,comment,回复：我也惊呆了,中性,无,low
偏心,comment,真的有人生小孩这么想吗,中性,无,low
偏心,comment,偏心偏心偏心偏心,中性,无,low
偏心,content,昨晚我妈买了几只番茄🍅，今天中午我切了，我爸煮菜，他看见切好的番茄，第一个念头是“现在做番茄炒蛋,焦虑,家庭,high
偏心,content,不留在晚上做,中性,无,low
偏心,content,弟弟没得吃了…”我弟六年级，晚上才回来吃饭,中性,无,low
偏心,comment,哈哈，只要我老爸一打电话给我就是有事找我，或者老弟的事，比如接老弟放学，接老弟上学，它喵他快高三了，每次叫我去接送，车又不是我的车，我男朋友的，我男朋友开车，每次我男朋友要从他老家，开过来接老弟，过来半个小时，然后送他去城里又要一个小时，人家娃都是自己坐大巴坐公交，就我老爸叫我接送，打电话一句没有关心我的，都是问老弟的，老弟有没有吃东西，有没有这有没有那,中性,无,low
偏心,comment,在家懒的出奇，啥家务不干，一天到晚抱个手机打游戏，我不在家，他连饭都不吃,中性,无,low
偏心,comment,只到我下午去接他到街上去吃粉,中性,无,low
偏心,comment,这么大个人还要人去接,中性,无,low
偏心,comment,是不会打车还是坐公交,中性,无,low
偏心,comment,王子来的,中性,无,low
偏心,comment,现在才意识到,中性,无,low
偏心,comment,不过也不算太晚，以后知道多为自己打算就好,中性,无,low
偏心,comment,我接受了没事 毕业了好好工作 赚钱给自己买最好的东西 住大房子 父母稍微买点东西算是尽了义务了,中性,无,low
偏心,comment,ip正常,中性,无,low
偏心,comment,我在想怎么把家里的钱弄出来放我手里,中性,无,low
偏心,title,超英的父母偏心说是为了养老，但实际不是,中性,无,low
偏心,content,黄玲后面说她到年纪了也理解了，知道超英的父母偏心赶美这个小儿子是为了养老，但是剧里连降压药没了都不舍得喊自己小儿子一家去买，打电话喊了一个多小时路程远的图南天寒地冻去买，生病骨折也是想尽办法折腾大儿子，动不动就说要搬来住或者让筱婷搬去照顾他们,中性,无,low
偏心,comment,哈哈能折磨大儿子家就先折磨着呗,中性,无,low
偏心,comment,要付出时谁都觉得自己不容易,中性,无,low
偏心,content,#电子宠物养成大计#百词斩单词机#高中生词典笔#背单词神器#百词斩max保护壳#我是来加入这个家的#如有雷同实属巧合#百词斩保护壳#不是大吵大闹#十二生肖,焦虑,生活,high
偏心,title,“是谁偏心给了我 这难缠的因果”,中性,无,low
偏心,content,#音乐剧杨戬#zgyyj#板写练习#板写#音乐剧,中性,无,low
偏心,title,是如此俗不可耐,中性,无,low
偏心,content,#情感#家庭#父母#子女#养娃,中性,无,low
偏心,comment,雌性基因里带的,中性,无,low
偏心,comment,基因自带的吧[嘻嘻R],中性,无,low
偏心,comment,我家反而是儿子更会情绪价值的输出,中性,无,low
偏心,comment,这个是天生的，是性格的一部分,中性,无,low
偏心,comment,天生的啊,中性,无,low
偏心,comment,回复：好像没有科学依据,中性,无,low
偏心,comment,女孩容易天生细腻敏感暖心善良啊 所以有的时候这种讨喜是天生的,中性,无,low
偏心,comment,回复：不是雌性都有，纯粹是基因的原因,中性,无,low
偏心,comment,回复：跟男女没有关系，天生的基因性格,中性,无,low
偏心,comment,像我就跟我弟非常不一样,中性,无,low
偏心,comment,我妈都是以同样的方式对待的,焦虑,家庭,high
偏心,comment,但我天生性格就这样,中性,无,low
偏心,comment,我感觉听你说这些心都碎了，我代入了那个小男孩,中性,无,low
偏心,comment,但是我感觉作者敏锐地察觉到了，所以她肯定会多注意这些细节的,中性,无,low
偏心,comment,回复：我也是这样的,中性,无,low
偏心,comment,回复：因为我就是这样的孩子,中性,无,low
偏心,comment,博主也在平衡啊看得出来,中性,无,low
偏心,comment,偏心本身就是非常非常非常错的行为，对孩子造成巨大的伤害,中性,无,low
偏心,comment,不对不对我从小跟我妈更亲，心事都讲给她听，每次放假在家吃完晚饭就会陪她散步,焦虑,家庭,high
偏心,comment,可能是你哥哥更戳中你妈妈的喜好吧 比如你有没有和你妈妈撒娇,中性,无,low
偏心,comment,她绝对没有把这些事情跟我哥讲过,中性,无,low
偏心,comment,回复：正是因为她什么都跟你讲了，她感觉她在你面前没有神秘感，讲的都是负能量，她更感觉自己像是被人扒光了一样，有羞耻感，即使是她自己扒光的，你懂那种感受吗,中性,无,low
偏心,comment,其实吐槽的话说多了，自己反而没有那么轻松，你麻麻就是这种,中性,无,low
偏心,comment,现在视频说的是，作为父母，会更偏心哪一个,中性,无,low
偏心,comment,真不愧是文科状元，很会从生活中抓取有价值的内容，提取重点表达出来，女儿应该随你,中性,无,low
偏心,comment,姐姐在哪个视频说过她是文科状元,中性,无,low
偏心,comment,回复：她主页挂的,中性,无,low
偏心,comment,以前文科居然可以报同济建筑吗,中性,无,low
偏心,comment,回复：现在也可以,中性,无,low
偏心,comment,回复：其实那个成绩的话 文科理科一样精彩,中性,无,low
偏心,comment,回复：建筑是文理都收的,中性,无,low
偏心,comment,还有一种偏心，就是会偏向能力弱的一方,中性,无,low
偏心,comment,因为生理上亏欠了老二，但是换个角度，现在尽可能干预，也是为了最大程度减少以后对老大的影响,中性,无,low
偏心,comment,回复：想了很久，不知道如何回复这个评论,中性,无,low
偏心,comment,像你说的那样，老二婴幼儿前期我们更关注老大的情绪,中性,无,low
偏心,comment,而且确诊的时候，弟弟的需求是很少的，比普通小朋友都要少得多，所以他有需求，我们要及时给予正向反馈,中性,无,low
偏心,comment,一个正常的父母，就算是小朋友有感冒发烧也会给予更多关注很正常的,中性,无,low
偏心,comment,我儿子是我们的第一个小孩，也是家里的长孙,中性,无,low
偏心,comment,老大是普娃，有需求也会提出，也会自己争取，大部分时间需求不是冲突的呀,正面,学业,low
偏心,comment,如果是一个锅，那就安排麻辣蘸料,中性,无,low
偏心,comment,其实还是基于你本身的性格原因，因为同频共振，我在平时会更注重到内向胆小的孩子，感觉在保护曾经的那个自己,中性,无,low
偏心,comment,哎 别说自己家孩子了，连亲戚家更内向胆小的孩子，我都会多帮着她说两句,中性,无,low
偏心,comment,我也一样，感觉她们平时不一定受到很多关注,中性,无,low
偏心,comment,是呢，我母亲就是一个社交能力很强，情绪外露的人，我的性格更像父亲，情感充沛但不善表达,焦虑,人际,high
偏心,comment,我也是，这种情况我会更愿意多跟内向的小孩沟通,中性,无,low
偏心,comment,哇塞，看到视频后半部分讲同学这个观点,中性,无,low
偏心,comment,我想起我们班也是，就是有一个同学是比较能讨老师欢心的，他会跟老师大方的开各种玩笑，比如说老师能不能给我喝杯奶茶，或者说我们考好了，要老师给我们看一部电影这种,中性,无,low
偏心,comment,然后这一类的同学跟老师玩的很好，那么比如说我们班会一起点奶茶，那么他们就会有先选的资格，包括老师也是给大家点了吃的，他们就可以先选,中性,无,low
偏心,comment,我会选择不吃那个水果，不吃这个冰激凌,中性,无,low
偏心,comment,我把这个班费送给世界,中性,无,low
偏心,comment,或者是硬要给我，我给别的，不是这个班的朋友吃,中性,无,low
偏心,comment,甚至大家以前坐在门边上是没有空调吹的，跟班主任说能不能换一下位置，轮流班主任会说成绩不好不配,中性,无,low
偏心,comment,不，人会被与自己不同的吸引,中性,无,low
偏心,comment,补充 像自己好的一面的,中性,无,low
偏心,comment,看傲慢与偏见就知道了,中性,无,low
偏心,comment,我想起《布鲁伊》有一集是宾果表达得比较慢，布鲁伊帮她说了,中性,无,low
偏心,comment,奇莉（妈妈）告诉布鲁伊，宾果在寻找自己的声音，而布鲁伊要找到自己的耳朵,中性,无,low
偏心,comment,虽然和你说的情感表达不太一样，但也是表达,中性,无,low
偏心,comment,请千万不要偏心，请引导,中性,无,low
偏心,comment,还有在对待他们的时候也不要想什么老板员工，他们是你的孩子，对你来说同样重要（我也不知道我这算不算说教，应该是忠告吧）,中性,无,low
偏心,comment,而且也根本不一定你和儿子没有共同话题，话题都是沟通来的我觉得,中性,无,low
偏心,comment,哇，get到了,中性,无,low
偏心,comment,我将逐字背诵,中性,无,low
偏心,comment,其实我觉得对不同的孩子，不偏心也是一种偏心,中性,无,low
偏心,comment,如果孩子的付出不对等，那父母的对等也是一种不公,中性,无,low
偏心,comment,首先，就如同博主的儿子和女儿一样，天生的，儿子比较内向，女儿比较外向，他们刚开始获得了，初始条件就不同，他们去付出相应的行为的， 难易程度也不同,中性,无,low
偏心,comment,再者，因为博主的孩子都是很小的小孩，还没有开智，这时候父母就有责任是平等的对待两位小孩，在平等的对待下两个孩子长大之后的偏离程度就不会有原来那么大，即使依然是有人内向,中性,无,low
偏心,comment,回复：严重同意,中性,无,low
偏心,comment,不要在孩子无法理解，接受你的偏心的时候偏心,中性,无,low
偏心,comment,他们两岁,中性,无,low
偏心,comment,这是啥理论，这不是变相鼓励孩子讨好父母吗...孩子没有义务给父母提供情绪价值，像博主家里这么小的孩子，他们对待父母的方式通常也不是功利的（为了争宠博关注这种）,委屈,家庭,high
偏心,comment,回复：我并不是鼓励孩子去讨好父母，同样你说孩子没有义务提供情绪价值，我理解但不完全赞同,中性,无,low
偏心,comment,如果按照你说的孩子没有提供情绪价值的义务，那体谅父母算不算情绪价值呢,委屈,家庭,high
偏心,comment,你觉得孩子没有体谅父母的义务，那我们这么多年来倡导的孝顺算什么,中性,无,low
偏心,comment,单向付出的关系不可能牢固，人就是需要反馈的生物,中性,无,low
偏心,comment,养育是父母的义务，多付出的人就是应该有更多的回报，孩子们是可以理解的,中性,无,low
偏心,comment,我们指责的偏心是两个人付出相同，甚至不被偏心的付出更多,中性,无,low
偏心,comment,这样的不公才应该被批判,中性,无,low
偏心,comment,啊啊啊好聪明,中性,无,low
偏心,comment,哇哇哇开个班吧夹心糖,中性,无,low
偏心,comment,现实里绝对会偏心 不管有没有表现出来,中性,无,low
偏心,comment,是的 家又不是职场,中性,无,low
偏心,comment,博主已经意识到自己不对了，所以在反思，这位爸爸你对两个孩子是完全公平的吗,中性,无,low
偏心,comment,回复：所以你也知道偏心哪个,中性,无,low
偏心,comment,回复：你的语言好棒,中性,无,low
偏心,comment,好有道理哈哈哈哈哈哈哈 另外一个思路,中性,无,low
偏心,comment,超有道理,中性,无,low
偏心,comment,从小猫这里我就知道我以后绝对不能生二胎,中性,无,low
偏心,comment,噗嗤，对不起...但这个梨花真的很像小八嘎....,中性,无,low
偏心,comment,回复：也很好看,中性,无,low
偏心,comment,哎呀狸花小猫嘴边的花纹好萌呀,中性,无,low
