Keyword,Note_ID,Source,Sentence,label,情绪类型,隐含情绪,情绪动机,置信度
准初三,,comment,我恨死800了...本来就体质不行，膝盖不好头也有点问题，肺只能算勉勉强强，然后跑完800能站的住就不错了，头疼死，还喘死偏老师觉得没什么，说我是练少了，而且最气人的是生理期刚刚好和每个重要考试撞了我还痛经晚期患者,1,显性,,,
准初三,,comment,真的，我跑完步哪里都疼，跑完都上不来气了,1,显性,,,
准初三,,comment,扔实心球的时候更是绝望[呃R]因为本来我体质就算比较差的那种，跑步就是往死里练起码也能练上去，那实心球是真练不上去啊,1,显性,,,
准初三,,content,之前质疑过的现在也水落石出了 不敢以偏概全 至少我看到的是公平的,1,显性,,,
准初三,,content,顺便提一嘴 老师给了一些今年中考录取排名的数据 总的来看，统招真是越来越难了 名额被分走的太多了 这就出现了之前我娃一直担心的情况 她怕自己没走1+3最后统招也考不上,1,显性,,,
准初三,,comment,是，门头沟,1,显性,,,
准初三,,comment,差不多，最好的学校只要区前200，所以门头沟能参加中考的都是两极分化分不高,1,显性,,,
准初三,,comment,中考压力小，所以门头沟的中考成绩真的不能作数，大多数都被1+3了,1,显性,,,
准初三,,comment,那是不需要中考 已经肯定上那个去的学校了吧,1,显性,,,
准初三,,comment,您好26年6-8月要申报吗,1,显性,,,
准初三,,comment,哪个学校的呀,1,显性,,,
准初三,,comment,这成绩好还是不好,1,显性,,,
准初三,,comment,我娃班上走了两，都是挺优秀的成绩拔尖的孩子，去了区里最好的学校，想到他们不必为中考而刷题我还是挺羡慕的，但自家娃止步于面试，没能入选，我遗憾也无奈，要承认自己孩子之前的学习方法和学习态度还有缺陷，接下来继续努力吧,1,显性,,,
准初三,,comment,你娃后悔了不,1,显性,,,
准初三,,comment,她说不后悔，她说1+3不适合她,1,显性,,,
准初三,,comment,作者大大我感觉你这个写字姿势不标准啊，眼睛离作业太近了对眼睛有害的,1,显性,,,
准初三,,comment,寒假作业很早就写完了，但是就是不想复习,1,显性,,,
准初三,,comment,最近好多人问我怎么学的，统一回复一下，真的没什么技巧，就是背诵和做题，地生其实很简单，只要努力了，即使失败了也不会后悔，快地生会考了，希望各位学弟学妹们也能双a,1,显性,,,
准初三,,comment,好焦虑啊 一样一点没学过[抽泣R] 现在每科差不多就只能考到35[抽泣R][抽泣R],1,显性,,,
准初三,,comment,怎么办，我现在初二25号会考，平时生物忽高忽低有时24有时17（生地满分均30）明明之前满分100的卷子从没下过90的,1,显性,,,
准初三,,comment,地理初一到初二从来不听但最近考的还好24左右，不过我基础知识基本不会能考这分我都害怕，怕正式考试一下就不行了,1,显性,,,
准初三,,comment,我最近好迷茫，看到成绩一次比一次低不知道该怎么办，还有18天就要考了，感觉基础知识好多不会，也没有系统复习过，生物刷了好多题成绩就是上不来,1,显性,,,
准初三,,comment,好焦虑，怎么办,1,显性,,,
准初三,,comment,宝宝先系统地复习一下，不着急慢慢来，相信自己，不要一直盯着成绩看，先把不会的知识点补上,1,显性,,,
准初三,,comment,我现在好难受啊刷卷子刷了二十多套结果三模成绩还比二模差好多 怎么调理啊,1,显性,,,
准初三,,comment,完了我只剩5天了,1,显性,,,
准初三,,comment,江苏这么好的嘛羡慕了，加油吧抓紧时间,1,显性,,,
准初三,,comment,考完了吗姐妹怎么样,1,显性,,,
准初三,,comment,题难不难，我好紧张,1,显性,,,
准初三,,comment,哈哈哈哈考完了 但是咱可能地区不一样 我们两科开卷也不加入中考成绩 题挺简单的 压力不是那么大 也不追求双满分 都是及格就好 所有你们那边压力应该挺大的 但你也不要紧张 我相信你准备了这么长时间 努力一定会有好结果的,1,显性,,,
准初三,,comment,好焦虑啊，七年级全都没怎么学，八上也是，八下学完就考了,1,显性,,,
准初三,,comment,如果是今年的完全不用慌哦，今年政策好像改啦,1,显性,,,
准初三,,comment,我靠咱俩经历为什么这么像 考试的时间也就差一天 地区还一样 太巧了吧,1,显性,,,
准初三,,comment,友友我也要考了 生物地理都在70-80之间 想上90多不知道有没有可能 今天花了四个小时复习地理 还差八下没复习,1,显性,,,
准初三,,comment,该怎么办,1,显性,,,
准初三,,comment,姐姐我想问问看书更有用还是刷题啊 我现在基本刷题都是不会的，然后翻书最多只能考39左右，而且没上过40，我的那个满分是50分，我真不知道该怎么办，我总感觉我学了跟没学一样,1,显性,,,
准高三,,title,准高三不想高考了🥺OSSD和ALEVEL怎么选啊,1,显性,,,
准高三,,content,好想上一辈子高三 还有200多天高考 每天就在坐在学校里面学习 累的时候可以和同学聊聊天 也可以吃点小零食 体育课上还能和同学们一起玩海龟汤打牌 还可以写到我最喜欢的数学试卷 每一个晚自习都有收获 每天去吃个饭 回来之后聊聊天 虽然说很紧张 有点压抑 但是这样真的好充实的一天 平常没有人聊天的时候也可以画画我喜欢的画 想想我喜欢的故事 完全不用担心处理那些大人的事情 每一件事情都安排好了在眼前 都向着一个目标前进 好安心的感觉 （但是我不喜欢早起 早起是极坏的[抽泣R][抽泣R]） 二编：大家都有自己的想法 这也是没错的 但是也请大家语言平缓一些 好吗 我也是早上六点起床 晚上差不多十一点五十睡的觉 四个星期休息一天半的 今天可以这个时候发也是因为最近教育局要求星期六晚去半个小时 好了好了 我要去上学了 #高三精神状态#理科生#时间,1,显性,,,
准高三,,comment,好啦好啦 每个人的高中生活都是不一样的 尽管有些人可能会很枯燥 老师很严肃 学校很变态 但是也会收获相应的快乐和回忆呀[棒R] 我只是发表我的看法 也欢迎你们来讨论 （但是我确实是很喜欢数学的 我也没有说我的成绩很好[呃R]） 打广告和问号的就不要了 我也看不懂 也请大家不要骂人 谢谢大家,1,显性,,,
准高三,,comment,小宝宝我能理解你 我是大一生 我高中就是一个人文关怀很好的好高中 我在高三和你的感受是一样的,1,显性,,,
准高三,,comment,大二学生同意，我的高中超级无敌好，现在无时无刻不想回去,1,显性,,,
准高三,,comment,我懂你我高三的时候说上高中好幸福，幸福到不想上大学，别人都觉得我疯了，高考完后有一天睡觉醒来发现再也不能上高中了真的很伤心,1,显性,,,
准高三,,comment,等我现在上了大学发现大家都想回到高中，我发现我还是很有先见之明的,1,显性,,,
准高三,,comment,我喜欢的是初三 不是高三,1,显性,,,
准高三,,comment,我同意你 我的高中不是很好的学校 但是和朋友室友在一起每一天都很开心 虽然很累但是也很充实 现在上大学了感觉苦的不明不白[完啦R],1,显性,,,
准高三,,comment,谢谢大家呀[亲一个R][亲一个R] 但是我每天只能看一小会手机 可能没办法一个一个感谢 还有我真的不是起号的口牙 是的话我数学一辈子都考不好的[抽泣R][抽泣R],1,显性,,,
准高三,,comment,我好想高中的朋友虽然很累但是有朋友在身边真的不累,1,显性,,,
准高三,,comment,大一新生劝你好好享受珍惜高中生活,1,显性,,,
准高三,,comment,除了喜欢写数学试卷那句话以外都赞同[棒R],1,显性,,,
准高三,,comment,我想念高中食堂的饭（大哭）,1,显性,,,
准高三,,comment,想念高中每天晚上回家妈妈准备的香香饭菜😭,1,显性,,,
准高三,,comment,）初中我内向又没开智，被人80了都不自知还是高中好啊，大好的青春年华，充实又多彩，不像初中那样天真幼稚，也不像大学一样每天仓促迷茫,1,显性,,,
准高三,,comment,这是真的[泪崩R][泪崩R],1,显性,,,
准高三,,comment,初中没开智说的太对了我也不想回初中,1,显性,,,
准高三,,comment,其实不敢说 我高中特别喜欢跟领导斗智斗勇 也算是枯燥生活里面一种乐趣 但是大学现在谁还理你 每个行动都要标榜成年人 没有说高中特别好的意思[呃R],1,显性,,,
准高三,,comment,你们食堂这么好吃吗如果你知道我们食堂买变质发酸的绿豆粥你也会觉得我命苦[完啦R],1,显性,,,
准高三,,comment,可能是我们初中伙食太差了，从刚升入高中我就特别喜欢食堂伙食，食堂旁边就是卖零食的小卖铺，高二时又建起了专卖汉堡热狗面包小蛋糕一类的西餐厅，这谁能不心动……关键是，我们高中食堂真的便宜啊[抽泣R],1,显性,,,
准高三,,comment,上了大学才发现物价是真几把贵，每天光吃饭上花的钱十几二十往外扔心疼死我了，而且没有我最喜欢的里脊肉饼（高中食堂有个里脊肉饼的窗口特别特别好吃我超级爱吃）我好怀念[泪崩R]我一放假回家就老想着偷偷溜回高中半天去混伙食吃,1,显性,,,
准高三,,comment,唉其实能理解有的人的高三特别好，但我的高三真的特别命苦，希望全世界高三都能开心点[完啦R],1,显性,,,
准高三,,comment,高三早上5点50起床，晚上22点10睡觉每天都睡眠不足还压力山大的暴躁日子居然真的有人喜欢过，不是嘲讽是真心佩服你们,1,显性,,,
准高三,,comment,其实我高三现在想想也挺幸福的,1,显性,,,
准高三,,comment,嗯对其他地方不敢说但是我和同学的高三真的很开心（永远怀念,1,显性,,,
准高三,,comment,不想上高中，羡慕你们不便秘的人生,1,显性,,,
准高三,,comment,对于我这种没什么目标只想混个一本的来说太爽了,1,显性,,,
准高三,,comment,支持 感觉高中真的比大学，轻轻松松可以超越一大半的人，很有成就感，也不会特别累，课余可以偷偷看喜欢的同人小说，作业可以根据自己情况调整，大部分科目比较简单自学就能学好，放学校门口有猫猫学姐向我跑过来求摸头，累了翘节体育课翻窗进音乐教室弹弹琴烦恼就烟消云散了 去问老师问题会被投喂小零食，走在放学路上随口能吟出一首小诗 凌晨四点起来背书看着窗外安静的灯光会倍受鼓舞，然后上学前去学校对面买一杯学生价咖啡偷偷瞒过教导主任带进学校 想运动了就放学去操场上晒晒太阳打打篮球 生病了请个假就能回家休息，躺在医务室休息也可以 大学请假必须去医院挂号开假条...,1,显性,,,
准高三,,comment,特别好的帖子 让我感觉共鸣 好想哭 我好舍不得高三 虽然很累但是我真的特别特别舍不得 感受自己一步一步在成长 在向目标前进的每一天都好幸福 爸爸妈妈和朋友陪在身边的感觉太温暖了 真的想留在高中 一想到准备高考要上大学我就难受,1,显性,,,
准高三,,comment,感觉有点记忆混乱了但是真看过说高三过得很开心的帖子,1,显性,,,
准高三,,title,求建议😭😭😭,1,显性,,,
准高三,,content,p2是这次一模的成绩，高中以来最好的成绩大概也就600名左右，然后高考目标分数640，还有挺大差距的,1,显性,,,
准高三,,content,反正挺害怕自己脱离学校这种大的学习环境会不适应最后成绩反而没什么变化，而且本人又是很受不了孤独的人，怕全托找不到搭子,1,显性,,,
准高三,,comment,已经差不多半托了,1,显性,,,
准高三,,comment,真的吗 但我感觉我现在真是遇到瓶颈期了，感觉智商就到这了，再往上走好难[抽泣R],1,显性,,,
准高三,,comment,现在这个阶段不要陷到分数里，没必要因为分数不高给自己添堵，找弱点干就完了,1,显性,,,
准高三,,comment,嗯嗯好的，谢谢,1,显性,,,
准高三,,content,高考剩最后六十几天 被人际关系困住 好崩溃怎么办#高三文科#高中,1,显性,,,
准高三,,comment,再说我本来就挺敏感的，所以我真有被影响到状态，离高考还有60多天了，我不想把和室友之间关系不好这种事情给闹大，但是他们就是会来阴阳怪气我，我现在每天也很痛苦,1,显性,,,
准高三,,comment,宝宝 我只能和你说一下我的做法 我和你一样容易被影响 很敏感 我现在的做法就是去找别的朋友玩 然后一个人走的时候就戴耳机避免听到她们说什么 打心里瞧不起她们就好了 就像看乐子一样,1,显性,,,
准高三,,comment,刚刚跟老师申请了换宿舍，但是老师说宿舍位很紧张，很难换，但是说帮我问一下,1,显性,,,
准高三,,comment,千万不要被影响大可以难过伤心但是一定要好好学习休息加油,1,显性,,,
准高三,,comment,谢谢你，我会努力的但是我还是会忍不住的想这事情，一想到就很想哭，而且我爸爸还脑溢血住院了，本来压力就很大,1,显性,,,
准高三,,comment,好好想想轻重，你就会发现他们不值一提，自己好才是真的好，即使关系重新好了后又能怎样，六十多天后就此别离，余生再也不见，不必担心,1,显性,,,
准高三,,comment,可以尽量避着他们些，还有60多天大家就再也不见了，要是有时候实在忍不了，就硬气点，回怼回去，自己也解气一点，或许他们也不敢太明显说你了,1,显性,,,
准高三,,comment,被骂了怎么办，没有当场骂回去，还在软弱求和,1,显性,,,
准高三,,comment,是的，说的太对了,1,显性,,,
准高三,,comment,但是那个人是我同桌，经常故意大声翻书打扰我学习，尤其在我认真学习的时候会突然间发出声响吓我一跳，我给老师说换位，但是老师也没办法，班里的同学都没有想和我换的😣只有坐在最后一排一个人😣要不然就是雅座,1,显性,,,
准高三,,comment,左右护法还是最后一排你能接受就行，我们班都抢购完了我想坐都坐不到了,1,显性,,,
准高三,,comment,别理他们，第一件事情就是习惯孤独，课间没事可以写写题，没必要因为他们毁了你的高考，你要是改不了适应不了那就只能这样下去，反正你发帖问了也不一定真的能彻底改变，狠狠心就剩六十多天了，但是只是疏离不能绝交，更影响心情，变成普通同学就好,1,显性,,,
准高三,,comment,已经绝交了，被骂了怎么办，没有当场骂回去，还在软弱求和现在想起来好生气，自己变成别人受气包了,1,显性,,,
准高三,,comment,不用管了宝宝，过去的事情就过去了，越想越内耗，这是一种消耗自己的过程，别求和，这样显得你太卑微了，你的行为带给了她优越性，反而是更让他得意，最好的办法就是把她当空气，最好也别说她坏话跟同学，你越大度就显得她越不堪,1,显性,,,
准高三,,comment,天哪宝宝这也太过分了吧,1,显性,,,
准高三,,comment,同学，我也是高三生，我凭心而论跟你说从你的发帖就能看出来人际关系对你而言是很重的、甚至可以说是影响很大的，我觉得你并不能轻易放弃所有人际关系，至少对你来说会很难，所以不要轻易放弃一切，如果这些反而会更影响你那你就更得不偿失，不如去和你闹矛盾的朋友说开，再者，人不会没有朋友的，去找能和你度过这六十天的同频的人,1,显性,,,
准高三,,comment,是的 我有想要尝试说开 但目前来看 但对方好像没有这个意图 因为目前来看她没有回复我 但一直在发朋友圈 我也不知道他们是不是在说我 只是我看到了朋友圈自己在不断的内耗 因为太过在意才会这样 她们对我来说很重要 谢谢你 我会加油挺过去的,1,显性,,,
准高三,,comment,我也是好崩溃啊 而且我还跟她们住在一起,1,显性,,,
准高三,,comment,我也是该怎么办,1,显性,,,
准高三,,comment,人际关系到底该咋办啊，我现在好崩溃啊...距离高考还有六十几天了突然发生了这种问题...一直让自己别想这件事反正马上就要毕业了，但是总是会突然想起来，感觉对我特别不公平，为什么偏偏要在这个时候提出来啊,1,显性,,,
准高三,,comment,其实我不在意她过后会如何说我，就怕她说的话，她说以后我再打呼噜，她不介意半夜叫醒我，可是我问了其他舍友，她们说可以接受，不影响休息，而且我在家不打，在学校才打，现在也在吃药了，如果真的出现这种情况，我该怎么办,1,显性,,,
准高三,,comment,高中毕业后谁还会联系谁啊，你把高中同学关系想得太重要了吧,1,显性,,,
准高三,,comment,我也是，一直想说开，但是发现价值观不同根本说不开，他们就聚一团玩，现在就我一个人,1,显性,,,
