Keyword,Source,Sentence,隐含情绪,情绪动机,置信度
月考,comment,可乐是没有想到的，她的抖音粉丝群才40个人,中性,无,low
月考,comment,平时就没什么票了，一点也不意外，133从三亚回来之后就开始变得越来越没票没流了，到这个月成员接连休息开始是明显没票了,中性,无,low
月考,comment,想问一下前几有舞台啊,中性,无,low
月考,comment,今晚打完吗,中性,无,low
月考,comment,我看现在还在10几名轮麦,中性,无,low
月考,comment,还好吧，也没多少意料之外的,中性,无,low
月考,comment,"0【复制口令，回薯薯APP】 限时至7月3日，""SK🍉""共同探讨区 HU7446 :/#p🥟🥮😒🍓🐤😝😎😎😜🍑🥦😇",中性,无,low
月考,comment,还好吧 133很意内吧 没票很久了,中性,无,low
月考,title,3月月考新人黑马短暂登顶🔝,焦虑,学业,medium
月考,content,两位广州分部的黑马，第一位曾短暂登顶第一 打上去的时候看了下贡献榜人数真是纯电啊，最后贡献榜人数上去一点，但是…… 最终排名第八第十，确实是新人黑马,焦虑,学业,medium
月考,comment,参考上个月小怡一拉麦直接废掉,中性,无,low
月考,comment,这种包是快递的呀 认识懂不认识,中性,无,low
月考,comment,肉肉是老主播了,中性,无,low
月考,comment,她和只只以前一个团的 东道主吧我记得 她那个大哥也是以前的大哥 还挺长情的,中性,无,low
月考,title,舞台结束，来评价五月月考舞台,焦虑,学业,medium
月考,content,投票只能放五个，欢迎评论区补充 #sk#SK#sk月考舞台,焦虑,学业,medium
月考,comment,她很有心，之前以为她去苏州是玩的，居然是为了舞台去拜访昆曲大师的，本苏州人很难不选卡,中性,无,low
月考,comment,其实我挺佩服卡卡的 感觉她是top应该会超级忙 但还是会一直突破自己走出舒适圈 尝试新东西,中性,无,low
月考,comment,萱萱的粉丝觉得这次卡卡的舞台一绝,中性,无,low
月考,comment,我直接狠狠给卡卡点上了关注,中性,无,low
月考,comment,点点的粉但是感觉卡卡这个舞台真的突破好大，没想到能在团播看到这种舞台，超绝,中性,无,low
月考,comment,卡卡直接不在一个层面了，升华了看的鸡皮疙瘩掉一地,中性,无,low
月考,comment,真的很美,中性,无,low
月考,title,海绵月考,焦虑,学业,medium
月考,content,我感觉还是不能一起床就写题 脑子一坨浆糊,中性,无,low
月考,comment,请问这是在哪里做呢，我只看见了一个明天早上九点的考试,中性,无,low
月考,comment,有没有好伙伴发一下答案,中性,无,low
月考,comment,请问月考有时间限制吗,焦虑,学业,medium
月考,title,SK5月月考,焦虑,学业,medium
月考,content,定语有点长 高考假后一天半的月考，一天半考六门，神不神经吧就说 考的内容很广，必定是来不及复习，慢慢接受这个状态吧，不要在意每次的分数，把每次考试都当成查缺的机会 昨下午极限复习三章物理，晚上背四篇文言文，暴露出平时学的不扎实，没能做到今日事今日毕,焦虑,学业,high
月考,content,话说真的有谁能做到呢，不过上了高三了，还是尽量吧,中性,无,low
月考,content,下周一就搬到高三楼了，尊贵的高三生，据说学校不管高三生的手机，我站好最后一班岗，好好照顾生活接纳情绪，外加有空学一学物理化学数学（生物就算了，真的看不明白），能帮一把是一把，起码有不会的能有个一起讨论的人,中性,无,low
月考,content,考完月考的这个周末打算商量着做个计划，期末用区卷，还是要好好准备一下,焦虑,学业,medium
月考,content,中考时全区的排名不知道在时隔两年后还能不能保住啊,焦虑,学业,medium
月考,title,此女高三暑假用40天把英语冲到100+（可实操,正面,学业,low
月考,content,高二期末，英语78分,焦虑,学业,medium
月考,content,单词背了就忘，阅读读不完，作文写来写去就那几句,中性,无,low
月考,content,当时觉得英语就这样了，提不动了,中性,无,low
月考,content,但在高二升高三的暑假我用40天换了一套学习方法，开学第一次月考英语102,焦虑,学业,medium
月考,content,· 📌单词只背阅读高频词 不要再背3500词，几千词了，那些又多又记不住,中性,无,low
月考,content,暑假第一件事：我把近五年真题阅读里反复出现的词挑出来，一共600多个,中性,无,low
月考,content,每天早读20分钟背50个，不背拼写，只背意思,中性,无,low
月考,content,所以我就在真题句子里画生词，把整句话抄下来，结合上下文记意思,中性,无,low
月考,content,记一个词顺便看了它的用法，比干背效率高,中性,无,low
月考,content,· 📌阅读只练准确定位原文+同义替换 阅读题考的不是你读没读懂，是你能不能找到答案的位置,中性,无,low
月考,content,我每天下午做2篇阅读，只练一件事：不看全文，先读题，圈题干里的关键词，回文章找原词或近义词的位置,中性,无,low
月考,content,答案就在前后两句话里,中性,无,low
月考,content,- 做完对答案时，我不看解析，自己回文章找为什么选这个,中性,无,low
月考,content,实在找不到再看解析,中性,无,low
月考,content,这样练20篇之后，定位速度明显快了,中性,无,low
月考,content,· 📌七选五和完形填空先看选项再读文 七选五我做题前先看七个选项，圈出代词和连接词,中性,无,low
月考,content,回文章看空的位置，前后句有代词就选对应的,中性,无,low
月考,content,完形填空先通读全文不看选项，知道文章在讲什么，第二遍再边读边选,中性,无,low
月考,content,纠结的题先跳过，后面信息会提示答案,中性,无,low
月考,content,· 📌作文只背万能句+练字 作文我不背整篇模板，背的是万能句,中性,无,low
月考,content,开头背两个，结尾背两个，过渡背三个,中性,无,low
月考,content,考场上先把这些万能句写上去，再往里面填内容,中性,无,low
月考,content,每天中午练15分钟衡水体，不练花体,中性,无,low
月考,content,字整齐了，作文至少多拿2-3分,中性,无,low
月考,content,📌听力每天20分钟来磨耳朵 暑假每天早上边吃早饭边听真题听力，不求听懂每个词，只求适应语速和连读,中性,无,low
月考,content,听到第10天就能抓住关键词了,中性,无,low
月考,content,🕐暑假40天的时间表 前20天：每天早读50个高频词，下午2篇阅读+1篇七选五/完形，晚上背作文万能句,中性,无,low
月考,content,后20天：开始限时练，一套真题除作文外限时做完,中性,无,low
月考,content,每周写1篇作文，找老师或同学帮忙改,中性,无,low
月考,content,· 英语从78到102，不是因为我突然开窍了,中性,无,low
月考,content,是把时间花在了对的地方，阅读练定位、单词在句子里背、作文练字背万能句,中性,无,low
月考,content,暑假40天够你翻盘了,中性,无,low
月考,content,#高三英语#暑假逆袭#英语提分#准高三,焦虑/正面,学业,high
月考,title,高一下段考二存档,中性,无,low
月考,content,#日坛中学#发挥失常,中性,无,low
月考,comment,数学真厉害，怎么学习的,焦虑,学业,medium
月考,comment,相信学校,中性,无,low
月考,comment,哇 厉害,中性,无,low
月考,title,月考奖励出炉,焦虑,学业,medium
月考,content,但是这个地点在哪里,中性,无,low
月考,content,#sk#sk月考#这个月的主要任务,焦虑,学业,medium
月考,comment,回复：📖最近是不是消失了,中性,无,low
月考,comment,回复：感觉退网了，好像哪都没见他刷,中性,无,low
月考,comment,第一只要他在不会有争议的,中性,无,low
月考,comment,那得拿多少去争,中性,无,low
月考,comment,回复：可能sk想招魂一只🐱一本📖,中性,无,low
月考,comment,回复：📖都说收官之战了还想着呢,中性,无,low
月考,comment,其实第一那么多名额，好多主播不见得有那么多人去，有那么多人去的也就几个,中性,无,low
月考,comment,我也觉得，其实很多小女孩没那么多粉丝去看，前十名的名额感觉都挺够用的，到时候应该会有序退场，反倒是为了争前十二的线下舞台可能会打起来,中性,无,low
月考,comment,布吉岛哇,中性,无,low
月考,comment,我怎么没刷到发了这些的 在哪个号呀,中性,无,low
月考,comment,月度盛典那个号吧,中性,无,low
月考,comment,小红书上的SK月度盛典帐号发的,中性,无,low
月考,comment,前三名还会有专车吗，感觉有车小姐姐们更方便,中性,无,low
月考,comment,有的有的，这个是线下舞台的奖励，平常那些奖励还是有的,中性,无,low
月考,comment,去年好像也是这样,中性,无,low
月考,comment,原来一直没打开场秀和结尾的c位啊,中性,无,low
月考,content,海绵mpacc月考1,焦虑,学业,medium
月考,comment,这个地方,中性,无,low
月考,comment,回复：这个是报了全程班才有的吗 还是书包课也有呀,中性,无,low
月考,title,感觉Sk 月考20进18会打的激烈哦,焦虑,学业,medium
月考,content,#sk团播#sk#sk月度盛典,中性,无,low
月考,comment,一定会的，小看sk的主播了，能进前20的都有实力，二月月考20进18名分数从200w+转到500w，1、20w的拉麦都能拉十几轮,焦虑,学业,medium
月考,comment,回复：我看错了 以为是40-20,中性,无,low
月考,comment,这个月不是前12才有舞台吗,中性,无,low
月考,comment,前12给的是7月的大型线下舞台名额吧，每个月前18都有舞台，是在下个月月考表演的那种舞台,焦虑,学业,medium
月考,comment,20进十八几乎每次都很激烈,中性,无,low
月考,comment,今天结束会清零吗,中性,无,low
月考,comment,21进20应该也有的转,中性,无,low
月考,comment,是的宝宝，现在还在打,中性,无,low
月考,comment,yes现在还在,中性,无,low
月考,comment,20-18，18-10，10-5，5-3,中性,无,low
月考,comment,这个月得加上13-12,中性,无,low
月考,comment,20-18，18-12，12-7，7-5，5-3,中性,无,low
月考,comment,明天估计比今天还能转，毕竟有线下名额刺激,中性,无,low
月考,comment,现在26-25都已经打好久了,中性,无,low
月考,comment,因为30进25淘汰5个要加底票，所以都拼命往25,中性,无,low
月考,comment,慢不了，今天已经有人打不动了,中性,无,low
月考,comment,19名肯定会打好半天,中性,无,low
月考,comment,这个月13到12应该也会转一转,中性,无,low
月考,title,sk月考第一天排名前五,焦虑,学业,medium
月考,content,#sk#团播,中性,无,low
月考,comment,能不能不科普家姐 每次都这样 说了无数次了都 一堆红人粉,中性,无,low
月考,comment,感觉是串子互相打配合的,中性,无,low
月考,comment,评论区不要科普哥姐 保护一下吧,中性,无,low
月考,comment,怎么结束那么快,中性,无,low
月考,comment,第一天都是一个小时,中性,无,low
月考,comment,这次黑马好多，sjt又有猜的了,中性,无,low
月考,comment,贴主能把plq黑评删了吗,中性,无,low
月考,comment,这人就是hz来着，评论区都是打配合的串子，别理就好了,中性,无,low
月考,comment,你来上吗,中性,无,low
月考,comment,评论的又下群打配合咯 怎么这张图只有萱萱吗 叽里呱啦的 拱,中性,无,low
月考,comment,不科普姐姐 看到不打码截图带节奏的点点举报,中性,无,low
月考,title,sk五月月考最终排名,焦虑,学业,medium
月考,content,江西高二三新金太阳6月联考,中性,无,low
月考,content,试题出得很精彩,中性,无,low
月考,content,江西三新金太阳高一高二6月联考#江西高二三新联考#江西高二三新金太阳#6月11江西高一三新联考,中性,无,low
月考,comment,数学英语其他小科也更新了,中性,无,low
月考,title,月考前二十拉麦存图,焦虑,学业,medium
月考,content,#sk团播#sk月考,焦虑,学业,medium
月考,comment,小骨宝宝好漂亮啊 好适合这种温温柔柔的白月光妆造,中性,无,low
月考,comment,我好像没看见 在哪一张呀,中性,无,low
月考,comment,回复：这个这个 好乖好萌 直播间看起来更灵动,中性,无,low
月考,comment,回复：这个是小骨哟宝宝,中性,无,low
月考,comment,和高马尾的这张一样夯,中性,无,low
月考,comment,回复：好像江百合呀,中性,无,low
月考,comment,我觉得柚子很好看，但是每次她月考的拉票的妆照都走女神风那种，还没有平时她直播好看，这种风格不是很适合她,焦虑,学业,medium
月考,comment,这个裙子看了姐姐拍的线下特别好看,中性,无,low
月考,comment,我反而觉得这个还挺适合她,中性,无,low
月考,comment,平时get不到,中性,无,low
月考,comment,她跳舞好有魅力的,中性,无,low
月考,comment,这个好漂亮呀,中性,无,low
月考,comment,是nunu哟,中性,无,low
月考,comment,钱塘江333的nunu,中性,无,low
月考,comment,这个是sk333的nunu,中性,无,low
月考,comment,回复：nunu今天妆造终于对味了,中性,无,low
月考,comment,回复：是那个vlog的一天的nunu吗,中性,无,low
月考,comment,回复：是的哦宝宝,中性,无,low
月考,comment,是sk汇金泉989的晴子哦,中性,无,low
月考,comment,是我们晴子哦～,中性,无,low
月考,comment,这张右下是谁啊萌萌的,中性,无,low
月考,comment,笑死刚问完出去就刷到了 小红书推流…,中性,无,low
月考,comment,回复：那不是一口恬吗,中性,无,low
月考,comment,回复：老铁们看成左下了[尬住R],中性,无,low
月考,comment,回复：看成左下了[尬住R],中性,无,low
月考,comment,这个很漂亮是谁啊,中性,无,low
月考,comment,夏天吧🤔🤔🤔,中性,无,low
月考,comment,回复：原来是夏天,中性,无,low
月考,comment,这个风格也好漂亮,中性,无,low
月考,comment,夏天直接给我铺面而来的清爽感，看的广西人很凉快了!!!,中性,无,low
月考,comment,广西人一下就从床上坐起来了,中性,无,low
月考,comment,我的审美，我只知道第一个是卡莎,中性,无,low
月考,comment,第二是小不点哦,中性,无,low
月考,comment,第四个是夏天哦,中性,无,low
月考,comment,第四个是夏天,中性,无,low
月考,comment,图三是一口恬,中性,无,low
月考,comment,宝宝第四个是夏天,中性,无,low
月考,comment,那你适合来看027 后面两个宝宝都在027,中性,无,low
月考,comment,六一文艺汇演羔,中性,无,low
月考,comment,图是凉虾姐姐的,中性,无,low
月考,comment,这个主播叫啥呀,中性,无,low
月考,comment,回复：平海路693的小羔,中性,无,low
月考,comment,小骨宝宝今天好漂亮,中性,无,low
月考,comment,完全白月光，梦回三月了，三月周赛的黄色长裙白月光造型直接把我锤进骨东大家庭,中性,无,low
月考,comment,那个是狐狸啊,中性,无,low
月考,comment,图四右上跟图七左上,中性,无,low
月考,comment,請問這個小姐姐是誰 在一眾小姐姐中特別突出,中性,无,low
月考,comment,975的叉叉,中性,无,low
月考,comment,柚子这个妆造…,中性,无,low
月考,comment,美，很美[回招呼],中性,无,low
月考,comment,CC真的好美，选的这个礼服很衬她，明媚动人,中性,无,low
月考,comment,她美商真不错 平时造型都挺好看 月考几次走秀选的都挺好看,焦虑,学业,medium
月考,comment,枫叶的美瞳真的不合适,中性,无,low
月考,comment,看她一直在眨眼，感觉滑片了,中性,无,low
月考,comment,回复：他眼睛伤过 容易不舒服,中性,无,low
月考,comment,我感觉她昨天的妆造更好看耶,中性,无,low
月考,comment,那个帅帅的小姐姐是谁啊,中性,无,low
月考,comment,sk冰川湖975的叉叉,中性,无,low
月考,comment,冰川湖975叉叉,中性,无,low
月考,comment,回复：真的好帅呀,中性,无,low
月考,comment,夏天好美,中性,无,low
月考,comment,晴子今天千金风好美,中性,无,low
月考,comment,cc好美,中性,无,low
月考,comment,小骨好适合白月光，完全眼前一亮了,中性,无,low
月考,title,SK月考 这个是新人吗这么快就百万了,焦虑,学业,medium
月考,content,#SK月考#SK五月工会赛,焦虑,学业,medium
月考,comment,杉杉算是新团分比较多的了吧,中性,无,low
月考,comment,但是杉杉不算新人了但是没进过40而已,中性,无,low
月考,comment,回复：她是新团吧，我不知道是不是新人,中性,无,low
月考,comment,回复：算是新团老人,中性,无,low
月考,comment,回复：以前都是在enjoy系列播的,中性,无,low
月考,comment,回复：原来是这样啊,中性,无,low
月考,comment,对刚开播一个月的新团，垒分就垒到80w了,中性,无,low
月考,comment,但是算新团老人啦，在sk待了也一年多了,中性,无,low
月考,comment,回复：之前在enjoy待过,中性,无,low
月考,comment,前40都是10w+[呃R],中性,无,low
月考,comment,回复：sk下坡路在哪啊,中性,无,low
月考,comment,6个10w了,中性,无,low
月考,comment,现在42个了,中性,无,low
月考,comment,129的小星是新人 第一次月考就进前三十了,焦虑,学业,medium
月考,comment,这个10w+是rmb吗,中性,无,low
月考,comment,票啦10:1,中性,无,low
月考,comment,回复：月考是rmb,焦虑,学业,medium
月考,comment,"0【一键复制，小红书等你】 6月28日前有效，""瓜瓜瓜我是瓜妹🍉2.0""邀你一起聊 CZ6786 :/#f🍒😛🍐🐷🍍🥯🐤🌮🥯🥥🥟🍙",中性,无,low
月考,comment,不是新人了，干了好久了,中性,无,low
月考,comment,不是 她干了好久了,中性,无,low
月考,comment,杉杉分也挺多的,中性,无,low
月考,comment,哇，兽兽起来了,中性,无,low
月考,comment,感觉她比另一个vlog博主拍的更好，画面还干干净净的，早该火了,中性,无,low
月考,comment,回复：她很漂亮 但是她以前有些瓜,中性,无,low
月考,comment,回复：我大概知道她是什么瓜，在sk有瓜很正常，看每个人介意的点在哪吧，我介意催票的，另一位之前会半夜催票,中性,无,low
月考,comment,回复：oh 也不止之前 今天还在群发通知她自己要参加月考呢,焦虑,学业,medium
月考,comment,回复：vlog发出来就是让人看的，公众人物没有不允许别人评价和对比的权利，粉丝也一样,中性,无,low
月考,comment,回复：vlog发出来就是让人看的，公众人物没有不允许别人评价和对比的权利，粉丝也一样，这里不是饭圈,中性,无,low
月考,comment,小羊吃不饱是新人嘛,中性,无,low
月考,comment,不是，广州的，一直挺有票的,中性,无,low
月考,comment,请问是第一次进前四十嘛,中性,无,low
月考,title,SK一月月考前40,焦虑,学业,medium
月考,comment,柚子家好像不打了,中性,无,low
月考,comment,是哒不打了,中性,无,low
月考,comment,柚子应该第二,中性,无,low
月考,comment,是的第二,中性,无,low
月考,title,月考成绩出来啦,焦虑,学业,medium
月考,content,马上期考就来了，今天考完地理，就要开始准备起来了,中性,无,low
月考,comment,这么厉害，重点班吗,中性,无,low
月考,comment,，平均分数不错的,中性,无,low
月考,comment,没有分重点班,中性,无,low
月考,comment,回复：那学校不错的,中性,无,low
月考,comment,回复：还可以😄,中性,无,low
月考,comment,一般般，加油吧,正面,学业,low
月考,comment,学校不错,中性,无,low
月考,title,sk一月月考结束了 出了6个千万女神,焦虑,学业,medium
月考,content,求求不要卡位 给柚子接线下#sk柚子#sk月考 #,焦虑,学业,medium
月考,comment,这个老柚子一直被大家奶，其实没有一个线下名额,中性,无,low
月考,comment,每次都卡位,中性,无,low
月考,comment,这次有了,中性,无,low
月考,comment,好多人都觉得这个柚子会前六，结果没想到打这么狠[扶额R][扶额R],中性,无,low
月考,comment,回复：素的，每次都以为柚子要过不了的时候柚子过啦，极限卡点,中性,无,low
月考,comment,回复：大哥每次卡点刷,中性,无,low
月考,comment,终于安心一点了,中性,无,low
月考,comment,终于可以睡了,中性,无,low
月考,comment,柚子一个线下都没有，她真的值得求求不要是柚子,中性,无,low
月考,comment,柚子现在的哥姐看她有两三个月了，给她打了好多次比赛，还要被人说维护不好,委屈,人际,high
月考,comment,有了啊啊啊啊啊啊,中性,无,low
月考,comment,求求了能不能来个神豪救救柚子,中性,无,low
月考,comment,我都不忍心看了，幸亏过了路过的神看看柚子吧,正面,学业,high
月考,title,sk五月工会赛42个百万女神,中性,无,low
月考,content,第一次月考成绩出来了，非常不理想,焦虑,学业,medium
月考,content,就连因为考的还不错的生物也是一塌糊涂,正面,生活,medium
月考,content,历史也是懵懵懂懂的，政治一知半解，选择题居然错了7个,中性,无,low
月考,content,姐妹们，你们说我还有救吗,中性,无,low
月考,comment,不影响我高考五百三,焦虑,学业,medium
月考,comment,英语多点时间背单词啦，零碎时间，嗯，例如早起背一遍，有空的课间或者晚修手写好记性不如烂笔头，晚上吃完饭可以边消食边背,自卑,自我,high
月考,comment,每天固定背一些，第二天重复背第一天的重复看意思懂写词，再背新词,中性,无,low
月考,comment,回复：但是看书又觉得有印象觉得自己会了 出现在题目和文章就想不起来,中性,无,low
月考,comment,回复：哈哈给你看一眼我高三的成绩，哈哈之前有记录,中性,无,low
月考,comment,看到是不是好受一点，坚持住就好啦，就从基础开始，把基础打好，不要一下子就接触难题,中性,无,low
月考,comment,高三第一学期确实会受打击，当时我也是,中性,无,low
月考,comment,找到合适的方法，例如我的英语就是在高三第一学期期末大涨，单词必修一到必修五当时已经很熟了，就是做到看单词知道意思，学会语法,焦虑,学业,medium
月考,comment,每中午一篇英语阅读，每次都总结各个阅读正确答案的相同点,中性,无,low
月考,comment,例如：选项中语义积极向上的，每段第一句和最后一句是重点可以知道主旨，有refer就肯定不能是原文,中性,无,low
月考,comment,就这些就能解决绝大多数的阅读题,中性,无,low
月考,comment,总而言之，打好基础，然后多做高考题，一种一种题型突破，稳住心态,焦虑,学业,medium
月考,comment,回复：加油，慢慢有计划的来，坚持住,正面,学业,low
月考,comment,现在怎么样了,中性,无,low
月考,comment,感觉高三比高二更难了，努力学还是没有进步,正面,学业,low
月考,comment,回复：现在高二感觉要碎掉了加油 祝你成功,正面,学业,low
月考,comment,回复：现在怎么样了贝贝,中性,无,low
月考,comment,我高二的时候反而还有点进步,中性,无,low
月考,comment,回复：高三不是进入复习了吗,中性,无,low
月考,comment,回复：过几天就考试 国庆作业我还没写 写不了一点,中性,无,low
月考,comment,回复：高三的题更深入，更难了啊,中性,无,low
月考,comment,你这种英语好提的，从初中语法开始学吧，可以自己在网上找视频看，多背背单词,中性,无,low
月考,comment,回复：别有畏难情绪，你现在不学只能越拖越多,中性,无,low
月考,comment,现在怎么样了,中性,无,low
月考,title,几乎裸考出分了,中性,无,low
月考,content,因为心理问题休学两年的去高考，几乎裸考，现在出分了,焦虑,学业,medium
月考,content,#休学#高考#裸考,焦虑,学业,medium
月考,comment,两年没去，学了50天物化生531，要不要复读,中性,无,low
月考,comment,我去，不想读就走，想复读一定一定要坚持,中性,无,low
月考,comment,回复：别复读了,中性,无,low
月考,comment,高中如果是因为身心有问题导致没去上学，那就不要复读,中性,无,low
月考,comment,回复：复读后的成绩不一定如你所愿的 能走就走吧,中性,无,low
月考,comment,我感觉这个成绩对于你的情况来说已经很好了 别复读,中性,无,low
月考,comment,回复：反正如果是我肯定不复读了,中性,无,low
月考,comment,回复：所以我也只是参考，因为每个人情况不一样呀,中性,无,low
月考,comment,你可以先不复读因为你不知道大学什么样子，不如先去大学试试然后再决定复读不复读,自卑,自我,high
月考,comment,然后你会发现大学都是💩下定决心复读而且非常有毅力,中性,无,low
月考,comment,回复：无需太在意别人的看法，遵从自己的内心，年龄算什么,中性,无,low
月考,comment,工作了，照样50多岁和20多岁成同事,中性,无,low
月考,comment,感觉你潜力无限，加油,正面,学业,low
月考,comment,多浪费一年也为未知,中性,无,low
月考,comment,回复：对，我也觉得尤其是二本大学可能真的不太好,中性,无,low
月考,comment,我靠怎么做到的 可以传授一下经验吗,中性,无,low
月考,comment,回复：大也大不了几岁，毕竟你实力在那儿，如果可以坚持的话，建议复读,中性,无,low
月考,comment,回复：确实比较大了年纪，但是整体来说今年真的没学可以说，因为50天我连新高考套卷都没开始做,焦虑,学业,medium
月考,comment,回复：其实就是底子好，在县一高的好班，之前也都是保底末流211，各种原因休学两年，50天其实就是找回之前学的东西,中性,无,low
月考,comment,高二下开始频繁请假，高三基本没上学，在家躺着，裸考，刚过本科线，只能上大专,中性,无,low
月考,comment,本科线471，文科,中性,无,low
月考,comment,回复：为什么刚过本科学只能上大专,中性,无,low
月考,comment,回复 Ms. DoO : 因为河南的至少比线高二三十才有民办本科，特控线以上才有公办本科,中性,无,low
月考,comment,回复：那这本科线有啥用,中性,无,low
月考,comment,装货大赏,中性,无,low
月考,comment,_722020 看得我想尿,中性,无,low
月考,comment,回复：我裸考700有无来战,中性,无,low
月考,comment,两眼一睁就是说了,中性,无,low
月考,comment,我笑死了,中性,无,low
月考,comment,你们裸考这么高吗我249,中性,无,low
月考,comment,加一个 他们真的是裸考吗 我都震惊了,中性,无,low
月考,comment,我也是243,中性,无,low
月考,comment,我238纯裸考，都没上高中,中性,无,low
月考,comment,回复：我也是文科生两年不看书真的全忘了 都靠的是初中的基础语文考了70,中性,无,low
月考,comment,哇塞好厉害,中性,无,low
月考,comment,这哪里算裸考,中性,无,low
月考,comment,要是你不请假，一直上到高三，你的水平应该有清北那个程度吧,中性,无,low
月考,comment,裸考571，省排7460，准备复读了,中性,无,low
月考,comment,好厉害啊，加油加油加油,正面,学业,low
月考,comment,你好好报志愿可以直接上好学校了,中性,无,low
月考,comment,这还叫裸考,中性,无,low
月考,comment,我也是这种情况，一直没上学，裸考403，考虑复读了,中性,无,low
月考,comment,裸考能考这么多说明脑子很好，好好学的话怎么也能600以上吧,中性,无,low
月考,comment,你三年不上考这么多吗,中性,无,low
月考,comment,回复：休学了两年，复学之后上了两个月，然后又不上了，从上一年10月就住ICU住精神病院然后回到家里,中性,无,low
月考,comment,回复：我觉得也就500多顶天了，600这辈子还没想过,中性,无,low
